date,sentiment_score,avg_polarity,total_articles,positive,slightly_positive,slightly_negative,negative,positive_pct,slightly_positive_pct,slightly_negative_pct,negative_pct,bullish_pct,bearish_pct
2023-08-07,100.0,0.47421111111111114,9,9,0,0,0,100.0,0.0,0.0,0.0,100.0,0.0
2023-08-08,68.75,0.24847499999999997,8,5,2,1,0,62.5,25.0,12.5,0.0,87.5,12.5
2023-08-09,31.25,0.0834875,8,2,4,1,1,25.0,50.0,12.5,12.5,75.0,25.0
2023-08-10,0.0,-0.030430000000000006,10,1,5,1,3,10.0,50.0,10.0,30.0,60.0,40.0
2023-08-11,11.11111111111111,-0.005211111111111109,9,1,5,1,2,11.11111111111111,55.55555555555556,11.11111111111111,22.22222222222222,66.66666666666666,33.33333333333333
2023-08-12,50.0,0.2053,6,3,2,0,1,50.0,33.33333333333333,0.0,16.666666666666664,83.33333333333334,16.666666666666664
2023-08-13,44.44444444444444,0.03535555555555556,9,2,6,0,1,22.22222222222222,66.66666666666666,0.0,11.11111111111111,88.88888888888889,11.11111111111111
2023-08-14,50.0,0.07397000000000001,10,3,6,0,1,30.0,60.0,0.0,10.0,90.0,10.0
2023-08-15,72.22222222222221,0.20003333333333334,9,4,5,0,0,44.44444444444444,55.55555555555556,0.0,0.0,100.0,0.0
2023-08-16,55.55555555555556,0.1630111111111111,9,3,5,1,0,33.33333333333333,55.55555555555556,11.11111111111111,0.0,88.88888888888889,11.11111111111111
2023-08-17,22.22222222222222,-0.028177777777777777,9,0,7,1,1,0.0,77.77777777777779,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-08-18,28.57142857142857,0.13005714285714284,7,2,3,1,1,28.57142857142857,42.857142857142854,14.285714285714285,14.285714285714285,71.42857142857143,28.57142857142857
2023-08-19,35.714285714285715,0.20132857142857144,7,3,2,1,1,42.857142857142854,28.57142857142857,14.285714285714285,14.285714285714285,71.42857142857143,28.57142857142857
2023-08-20,-38.88888888888889,-0.19416666666666668,9,1,2,1,5,11.11111111111111,22.22222222222222,11.11111111111111,55.55555555555556,33.33333333333333,66.66666666666666
2023-08-21,5.555555555555555,-0.06504444444444443,9,1,5,0,3,11.11111111111111,55.55555555555556,0.0,33.33333333333333,66.66666666666666,33.33333333333333
